Minutes5UTC,Minutes5DK,PriceArea,ProductionLt100MW,ProductionGe100MW,OffshoreWindPower,OnshoreWindPower,SolarPower,ExchangeGreatBelt,ExchangeGermany,ExchangeNetherlands,ExchangeGreatBritain,ExchangeNorway,ExchangeSweden,BornholmSE4
2026-09-10 16:20:00,2026-09-10 18:20:00,DK2,116.730003,511.119995,338.019989,98.68,192.979996,-202.970001,288.359985,,,,448.359985,8.15
2026-09-10 16:15:00,2026-09-10 18:15:00,DK2,107.169998,515.219971,354.279999,96.440002,209.360001,-185.130005,216.679993,,,,447.929993,5.93
2026-09-10 16:10:00,2026-09-10 18:10:00,DK2,102.120003,504.200012,363.950012,109.150002,220.919998,-89.419998,117.209999,,,,453.130005,7.68
2026-09-10 16:05:00,2026-09-10 18:05:00,DK2,103.690002,502.170013,381.019989,101.93,226.020004,-110.330002,138.550003,,,,411.559998,6.92
2026-09-10 16:00:00,2026-09-10 18:00:00,DK2,116.470001,506.399994,387.230011,104.440002,291.26001,-200.809998,218.470001,,,,403.26001,2.72
2026-09-10 15:55:00,2026-09-10 17:55:00,DK2,119.120003,490.920013,410.619995,121.18,321.269989,-319.630005,225.809998,,,,405.950012,1.35
2026-09-10 15:50:00,2026-09-10 17:50:00,DK2,116.800003,479.809998,428.299988,115.330002,328.149994,-310.660004,224.710007,,,,430.459991,0.33
2026-09-10 15:45:00,2026-09-10 17:45:00,DK2,106.010002,457.100006,437.019989,119.25,374.100006,-262.929993,199.320007,,,,438.720001,0.46
2026-09-10 15:40:00,2026-09-10 17:40:00,DK2,101.660004,448.690002,445.839996,121.639999,406.869995,-185.199997,182.509995,,,,361.529999,-15.26
2026-09-10 15:35:00,2026-09-10 17:35:00,DK2,101.139999,410.559998,454.100006,123.860001,278.269989,-189.110001,203.809998,,,,392.829987,-16.969999
2026-09-10 15:30:00,2026-09-10 17:30:00,DK2,101.900002,389.779999,457.790009,127.190002,269.01001,-248.119995,263.399994,,,,447.829987,-0.09
2026-09-10 15:25:00,2026-09-10 17:25:00,DK2,103.089996,366.850006,465.940002,141.979996,331.359985,-333.809998,284.040009,,,,458.559998,-2.1
2026-09-10 15:20:00,2026-09-10 17:20:00,DK2,103.050003,333.160004,469.48999,156.960007,275.309998,-318.230011,287.200012,,,,439.700012,-4.29
2026-09-10 15:15:00,2026-09-10 17:15:00,DK2,102.32,303.269989,493.970001,164.179993,280.070007,-277.429993,212.789993,,,,460.100006,-4.5
2026-09-10 15:10:00,2026-09-10 17:10:00,DK2,100.43,282.75,500.670013,169.029999,305.660004,-224.619995,131.160004,,,,477.869995,-8.33
2026-09-10 15:05:00,2026-09-10 17:05:00,DK2,99.809998,266.920013,512.289978,166.929993,348.76001,-233.410004,118.43,,,,459.450012,-7.68
2026-09-10 15:00:00,2026-09-10 17:00:00,DK2,100.300003,294.040009,505.049988,172.899994,407.600006,-188.699997,75.540001,,,,414.480011,-9.49
2026-09-10 14:55:00,2026-09-10 16:55:00,DK2,102.190002,288.839996,510.329987,179.190002,505.850006,-166.160004,-34.630001,,,,421.350006,0.19
2026-09-10 14:50:00,2026-09-10 16:50:00,DK2,101.709999,272.929993,522.359985,172.259995,472.920013,-155.509995,-18.02,,,,474.019989,12.84
2026-09-10 14:45:00,2026-09-10 16:45:00,DK2,100.790001,265.700012,501.540009,173.229996,592.849976,-81.800003,-34.830002,,,,377.75,-9.59
2026-09-10 14:40:00,2026-09-10 16:40:00,DK2,101.139999,264.48999,481.950012,166.589996,494.369995,0.0,-75.849998,,,,346.559998,13.38
2026-09-10 14:35:00,2026-09-10 16:35:00,DK2,102.349998,256.179993,474.100006,177.410004,527.669983,0.0,-116.709999,,,,384.290009,-4.67
2026-09-10 14:30:00,2026-09-10 16:30:00,DK2,102.459999,230.380005,474.200012,184.139999,580.429993,-32.509998,-165.070007,,,,393.829987,-12.87
2026-09-10 14:25:00,2026-09-10 16:25:00,DK2,102.970001,237.779999,476.579987,193.729996,641.849976,-61.27,-192.139999,,,,418.019989,-31.98
2026-09-10 14:20:00,2026-09-10 16:20:00,DK2,103.129997,253.029999,483.079987,187.110001,611.27002,-70.949997,-184.619995,,,,431.25,-32.259998
2026-09-10 14:15:00,2026-09-10 16:15:00,DK2,102.800003,269.01001,477.630005,187.669998,678.409973,-165.410004,-104.870003,,,,392.700012,-15.54
2026-09-10 14:10:00,2026-09-10 16:10:00,DK2,101.82,243.509995,467.040009,195.830002,619.789978,-182.660004,-14.62,,,,367.790009,-13.93
2026-09-10 14:05:00,2026-09-10 16:05:00,DK2,97.980003,234.789993,472.980011,193.399994,601.76001,-232.089996,-16.370001,,,,383.75,-17.59
2026-09-10 14:00:00,2026-09-10 16:00:00,DK2,98.029999,237.110001,490.279999,207.139999,574.97998,-206.350006,-65.730003,,,,392.980011,-14.89
2026-09-10 13:55:00,2026-09-10 15:55:00,DK2,97.839996,237.229996,484.390015,199.600006,540.48999,-209.580002,-59.919998,,,,431.600006,1.8
2026-09-10 13:50:00,2026-09-10 15:50:00,DK2,97.790001,245.220001,489.399994,205.369995,579.280029,-283.220001,-53.169998,,,,503.540009,0.77
2026-09-10 13:45:00,2026-09-10 15:45:00,DK2,98.610001,262.940002,469.279999,199.080002,702.650024,-303.320007,18.99,,,,398.140015,-11.16
2026-09-10 13:40:00,2026-09-10 15:40:00,DK2,98.290001,248.309998,468.230011,199.039993,579.72998,-343.880005,73.370003,,,,404.149994,-38.720001
2026-09-10 13:35:00,2026-09-10 15:35:00,DK2,96.889999,237.240005,446.75,211.820007,549.960022,-309.929993,37.279999,,,,429.959991,-19.98
2026-09-10 13:30:00,2026-09-10 15:30:00,DK2,97.559998,237.490005,440.01001,209.350006,539.5,-418.570007,248.630005,,,,371.549988,-22.48
2026-09-10 13:25:00,2026-09-10 15:25:00,DK2,98.639999,226.75,438.079987,196.440002,675.330017,-588.960022,261.109985,,,,445.049988,-22.41
2026-09-10 13:20:00,2026-09-10 15:20:00,DK2,97.040001,231.089996,450.309998,196.460007,662.080017,-540.47998,374.790009,,,,362.690002,-22.309999
2026-09-10 13:15:00,2026-09-10 15:15:00,DK2,96.18,225.130005,452.5,192.160004,585.140015,-531.880005,362.470001,,,,386.429993,-29.110001
2026-09-10 13:10:00,2026-09-10 15:10:00,DK2,98.339996,239.389999,459.01001,203.800003,682.580017,-548.869995,359.320007,,,,382.910004,-23.709999
2026-09-10 13:05:00,2026-09-10 15:05:00,DK2,98.43,240.660004,447.26001,221.669998,754.429993,-584.26001,367.329987,,,,356.880005,-22.92
2026-09-10 13:00:00,2026-09-10 15:00:00,DK2,97.919998,240.720001,443.48999,218.929993,743.599976,-571.5,264.769989,,,,410.630005,-24.219999
2026-09-10 12:55:00,2026-09-10 14:55:00,DK2,98.910004,240.059998,442.970001,217.570007,766.039978,-550.469971,250.039993,,,,375.290009,-1.45
2026-09-10 12:50:00,2026-09-10 14:50:00,DK2,101.470001,239.5,433.359985,217.419998,731.630005,-549.76001,234.910004,,,,408.48999,-3.54
